itemURL;itemPicture;itemID;itemName;description;price
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-men/smart_healthy_wireless_scales_and_app.htm;550x550.fit.Smart-Healthy-Wireless-Scales-and-App-80834_4.jpg;51;Smart vågskål med tillhörande app;Food prep just got smarter! We can’t all be star bakers but we can certainly be smart bakers! The Smart Healthy Wireless Scales + App is an intelligent solution to flat Victoria sponges and soggy biscuits. Extremely easy to use and dishwasher safe, the Smart Wireless Scales enable the accurate measurement of ingredients placed into the included 2 litre smart mixing bowl;450
https://www.coolstuff.se/Airboard-Denver-6-5;2cf641134fb2cb4128298276634a7314.jpg;52;"Airboard Denver 6,5"" Hoverboard";Det är som att stå på en svävande bräda, fast på två hjul! Airboarden står stabilt under fötterna och kräver varken stång eller fart för att hålla dig uppe. Maximal hastighet på 12 Km/h!;1650
https://www.coolstuff.se/Shiatsu-Fotmassage;2456f09bf7fb466722dcb4e3535d259b.jpg;53;Shiatsu Fotmassage;Skäm bort dina fötter och låt maskinen massera, krama och värma! De tre förinställda programmen ökar blodcirkulationen i fötterna och hjälper dig att bli piggare, friskare och gladare!;1495
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-men/ted_baker_backgammon.htm;550x550.fit.Ted-Baker-Backgammon-80864.jpg;54;Ted Baker Backgammon För Resan;The Ted Baker Back Gammon Roll-up Set is everything you need to play a game of Backgammon when travelling. The classic game is rolled up in a gorgeous faux leather travel set which doubles as the board with its supple felt lining and rose gold detailing. Written inside is the words ‘Let the Good Times Roll’. Also included are 2 x gold and black die, 15 x black counters and 15 x gold counters and finally a faux leather black case to store the game counters in which sits neatly inside the roll. This Ted Baker travel accessory is held together using a leather strap with rose gold button detailing and is a perfect present for hard-to-buy-for men this Christmas;370
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-men/smart_water_cup.htm;550x550.fit.Smart-Cup-80753_3.jpg;55;Smart Vattentermos;Do you drink enough water each day? This very clever flask measures your daily intake of water and reminds you when you need to drink more. You download the free Smart Water Cup App (compatible with ios and android devices), sync the app with the cup and measure how much water you've consumes. Made from fine quality stainless steel and gift boxed, the Smart Water Cup holds 370ml of water and has a built-in buzzer. Fill, drink, re-fill and keep drinking until you've had enough for the day ;420
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-men/weekend_travel_bag.htm;550x550.fit.Weekend-Travel-Bag-17509_2.jpg;56;Weekend Travel Bag;These Weekend Travel Bags look great and age well plus they are exceptionally good value. The Weekend Travel Bag is perfectly sized for weekends trips away. Made of faux brown leather, the Travel Bag has a zip pocket on one side and a zip closer, handles as well as a removable shoulder strap. Inside the bag has a zipped pocket and is lined in cotton;400
http://www.designtorget.se/cykelhjalm-hovding-2-0-small;hovding-modell2_2.jpg;57;Cykelhjälm Hövding 2.0;Hövding är en cykelhjälm olik allt som finns på marknaden idag. Hövding är en krage som cyklisten bär kring halsen. Kragen innehåller en hopvikt airbag som blir synlig först när man hamnar i en olycka. Airbagen är utformad som en huva som omsluter och skyddar cyklistens huvud. Utlösningsmekanismen styrs med hjälp av sensorer som registrerar den onormala rörelsen hos cyklisten vid en olycka. Själva kragen är den synliga delen av uppfinningen. Hövding är en praktisk accessoar som är enkel att ta med, som är snygg och diskret i sin utformning, samtidigt som den räddar ditt liv.;2695
http://www.designtorget.se/stringhylla-pocket-valnot-vit;1000363.jpg;58;Stringhylla Pocket;Arkitekten Nisse Strinnings klassiska hyllsystem introducerades redan 1949, men är minst lika populära idag. Här kommer den i ett nytt, mindre format, nu med hyllplan av ask och med vita gavlar! Hyllan är perfekt att ha CD-skivor, DVD-filmer eller pocketböcker i, men passar minst lika bra som en mindre hylla i kök, barnrum eller hall.;1000
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-men/smartphone_magnifier.htm;550x550.fit.Smartphone-Magnifier-80963.jpg;59;TV Magnifier - Förstoringsglas till mobilen;"Share your phone content without arm ache in a fast, low-tech way by slotting your smartphone into the Smartphone Magnifier. The Smartphone Magnifier magnifies and effectively doubles the screen size to 8"", making it much easier to share silly videos and funny photos ... or perhaps you just want to watch something yourself (for example in the bath) on something a bit larger than the screen on your phone";200
https://www.thegreatgiftcompany.co.uk/occasions/special_occasions/christmas/christmas-for-her/ted_baker_lifestyle_organiser.htm;550x550.fit.Ted-Baker-Travel-Lifestyle-Organiser-80865_2.jpg;60;Ted Baker Livsorganiserare;"Unzipping the rose gold zip reveals the minimal and contemporary interior of the lifestyle organiser; featuring a rose patterned lining and dedicated compartments for your phone, money, stationary, credit cards and separate diary/notebook. Finished with beautiful rose gold fasteners and elegant stitching, this stunning accessory will look every bit the part on important meetings, work trips away and travels to exotic locations.";500
http://www.clasohlson.com/se/Pr442416000/Pr442416000#moreinfo;9488655056926.jpg;61;Kaffekvarn Melitta Molino;Gör ditt eget kaffe av de kaffebönor du har malt i kaffekvarnen. Molino har en professionell skivkvarn som malverk. Kvarnen maler allt från traditionellt kaffe till Espresso. Bönbehållaren har kapacitet för 200 g kaffebönor och kvarnen maler 2-14 koppar åt gången. När den har malt färdigt, stängs den av automatiskt.;500
http://www.clasohlson.com/se/Platt%C3%A5ng-Remington-Sleek-&-Curl-S6500/Pr342269000#moreinfo;9175328129054.jpg;62;Plattång Remington Sleek & Curl S6500;Variera frisyren med lockar, vågor eller rakt hår. Värmeboostfunktion för att snabbt komma upp i högsta temperatur. Avancerad keramisk beläggning med 4 gånger bättre skydd för håret.;300
http://www.bluebox.se/Vetevarmare-Sjal;heat-in-micro.png;63;Vetevärmare som halsduk;Känner du dig lite krasslig, är du stel i nacke, rygg eller axlar, har ont i halsen eller är bara lite frusen? En uppvärmningsbar halsduk gör susen! Denna gosiga vetevärmarhalsduk är fylld med korn och väldoftande örter och fungerar som en vanlig vetevärmare som värms i mikrovågsugnen. ;300
http://www.bluebox.se/Reflextofs-Deluxe;m01803_2x.jpg;64;Reflextofs Deluxe;Det är viktigt att synas, både i mörkret och ute bland folk. Denna reflextofs blir en fin accessoar samtidigt som den är en livräddare när mörkret faller på. Den smidiga karbinhaken gör reflexen lätt att haka fast på t.ex väskan, jackan eller barnvagnen och du kan känna dig säker när du är ute och rör dig.;75
http://www.bluebox.se/Forvaring-For-Accessoarer-Vanity;m01731_2x.jpg;65;Förvaring för accessoarer - Vanity;Organisera smink och accessoarer med stil! Vanity är en rymlig smink- och smyckeväska med plats för allt det nödvändigaste. Necessären är fylld med flera olika stora fack och fickor som passar bra för alla olika sorters produkter. Dess handtag låter dig bära med necessären som en en liten väska, praktiskt när den ska med till träningen, resan eller övernattningen. Väskans underdel går att fälla ut för maximal förvaring, eller ihop för minimal plats. Perfekt när du vill ha sminket välorganiserat och lättillgängligt på en och samma gång!;200
http://www.bluebox.se/Pillerpaminnare;a12406_52x.jpg;66;Pillerpåminnare;Pillerpåminnare och tandborstställ i ett! Allergimedicin, p-piller eller andra tabletter... Med denna smarta pillerpåminnare kommer du aldrig mer glömma att ta din dagliga tablett, den är nämligen ihopkopplad med något som de allra flesta kommer ihåg att göra – nämligen att borsta tänderna! Pillerpåminnaren har plats för en tandborste och i samma sekund som du tar loss tandborsten från stället hoppar pillerkartan upp och blir synlig. Fiffigt värre! Borsta tänderna, ta ditt piller och sätt tillbaka pillerkartan och tandborsten igen. ;69
http://www.adlibris.com/se/bok/marcus-martinus-var-historia-9789176631720?campaignId=837e1164-31f6-4490-9d0d-47b0b1afd782;marcus-martinus-var-historia.jpg;67;Marcus & Martinus: Vår historia av Marcus Gunnarsen och Martinus Gunnarsen;"År 2012 vann de den norska versionen av Lilla Melodifestivalen och deras hitsingel ""Elektrisk"" har sålt tre gånger platina och visats över tio miljoner gånger på Youtube. De är Norges mest populära tonåringar. Och nu också Sveriges. Här kommer Marcus & Martinus otroliga framgångssaga deras egen historia i en rikt illustrerad bok fylld med bilder ur killarnas privata album, fun facts och fansens egna berättelser och foton.";139
http://www.adlibris.com/se/bok/clean-code-9780132350884;clean-code.jpg;68;Clean Code av Robert C. Martin;"Even bad code can function. But if code isn't clean, it can bring a development organization to its knees. Every year, countless hours and significant resources are lost because of poorly written code. But it doesn't have to be that way. Noted software expert Robert C. Martin presents a revolutionary paradigm with Clean Code: A Handbook of Agile Software Craftsmanship. Martin has teamed up with his colleagues from Object Mentor to distill their best agile practice of cleaning code ""on the fly"" into a book that will instill within you the values of a software craftsman and make you a better programmer-but only if you work at it.";329
http://www.adlibris.com/se/bok/kaninjagaren-9789100136772?campaignId=5121beb3-8a93-4781-8c69-de1237a4af53;kaninjagaren.jpg;69;Kaninjägaren av Lars Kepler;Thrillermästaren Lars Kepler är tillbaka med en ny bladvändare om kriminalkommissarie Joona Linna. Kaninjägaren tar vid där den enorma succén Stalker slutade. ;195
http://www.bluebox.se/Sagaform-Tesil-Med-Skopa;a13365_22x.jpg;70;Sagaform - Tesil med skopa;En smartare tesil med skopa och sil i ett! Med denna praktiska teskopa från Sagaform kan du skopa upp ditt favoritlöste och sedan låta det åka ner i handtaget. Handtaget fungerar även som en tesil, stoppa tesilen med handtaget neråt i koppen och låt ditt te dra sig.;149
https://www.coolstuff.se/Hot-Dog-Maker;67fd47580dfe0a413ddc5901d9658345.jpg;71;Hot Dog Maker;Det finns inget som slår en välgrillad korv med bröd. Fantastiska korvgrillen Hot Dog Maker grillar fyra korvar till perfektion samtidigt. Dags för korvfest!;500
https://www.coolstuff.se/Sansaire-Sous-Vide-Maskin;58da7addad4f15ce5aad1067bead40a5.jpg;72;Sansaire Sous Vide-Maskin;Att tillaga mat sous vide ger ett osannolikt smakrikt resultat - tyvärr har det länge varit exklusivt för dyra restaurangkök. Med Sansaire blir sous vide lika enkelt som att kolsyra vatten.;1979
https://www.coolstuff.se/Rokfri-Kolgrill;05655a1ff7504a903341749f15205d5a.jpg;73;Rökfri Kolgrill;Med vår rökfria kolgrill blir du grillkvällens stjärna! Grillen är redo på fyra minuter, och har ett unikt system med kolbehållare och inbyggd fläkt som minimerar rökutvecklingen!;399
https://www.coolstuff.se/Fitbit-Flex-2;bbf86c52a9809c53754cc7e39eb4bdfb.jpg;74;Fitbit Flex 2;Fitbit Flex 2 är ett maxat träningsarmband i minimal förpackning! Håll koll på träning, vardagsmotion och sömn med detta stilrena och vattentäta armband. Anpassa Flex 2 till din stil med snygga accessoarer!;1000
https://www.coolstuff.se/Withings-Body-Vag;e8b93521722460543b98a09ff6837098.jpg;75;Withings Body Våg;Vikten är bara en siffra! Med Withings Body Våg får du reda på mycket mer, som hur stor andel fett, muskler, vatten och benmassa din kropp har. Alltihop ger en tydligare bild av din kropp, hälsa och vikt!;1399
